start	end	HP1	BRM	MRG15	PC	H1
2890809	2890870	0	1	0	1	0
2890873	2891231	0	1	0	1	0
2891228	2892628	0	1	0	1	0
2892625	2893993	0	1	0	1	0
2894048	2894751	0	1	0	1	0
2894768	2896439	0	1	0	1	0
2896436	2896741	0	1	0	1	0
2896738	2897280	0	1	0	1	0
2897277	2898983	0	1	0	1	0
2898980	2899433	0	1	0	1	0
2899430	2900741	0	1	0	1	0
2900738	2902048	0	1	0	1	0
2902045	2903762	0	1	0	1	0
2903759	2904939	0	1	0	1	0
2904936	2905965	0	1	0	1	0
2905962	2906469	0	1	0	1	0
2906466	2907342	0	1	0	1	0
2907339	2912725	0	1	0	1	0
2912722	2913730	0	0	0	1	0
2913727	2914420	0	0	0	1	0
2914417	2916356	0	0	0	1	0
2916353	2917920	0	0	0	1	0
2917917	2918381	0	0	0	1	0
2918378	2920668	0	0	0	1	0
2920665	2921323	0	0	0	1	0
2921350	2923757	0	0	0	1	0
2923754	2925398	0	0	0	1	0
2925395	2926298	0	0	0	1	1
2926295	2926677	0	0	0	1	1
2926804	2928224	0	0	0	1	1
2928221	2929662	0	0	0	1	1
2929659	2930593	0	0	0	1	1
2930590	2930818	0	0	0	1	1
2930815	2932873	0	0	0	1	1
2932870	2933234	0	0	0	1	1
2935179	2935546	0	0	0	1	1
2935626	2936889	0	0	0	1	1
2936886	2938930	0	0	0	1	1
2938927	2939395	0	0	0	1	1
2939392	2940580	0	0	0	1	1
2940577	2941608	0	0	0	1	1
2941605	2942298	0	0	0	1	1
2942295	2943126	0	0	0	1	1
2943123	2944362	0	0	0	0	1
2944359	2945131	0	0	0	0	0
2945128	2945749	0	0	0	0	0
2945746	2946322	0	0	0	0	0
2946319	2946785	0	0	0	0	0
2946838	2948210	0	0	0	0	0
2948281	2948445	0	0	0	0	1
2948561	2949328	0	0	1	0	1
2949325	2949847	0	0	1	0	1
2949918	2950338	0	0	1	0	1
2950423	2950648	0	0	1	0	1
2950825	2951080	0	0	1	0	1
2951104	2951161	0	0	1	0	1
2951158	2951563	0	0	1	0	1
2951560	2951991	0	0	1	0	1
2951997	2952070	0	0	0	0	1
2952106	2954184	0	0	0	0	1
2954181	2954690	1	0	0	0	1
2954722	2954878	1	0	0	0	1
2954875	2955148	1	0	0	0	0
2955197	2955680	1	0	0	0	0
2955677	2957603	0	0	0	0	0
2957600	2957837	0	0	0	0	0
2957834	2958950	0	0	0	0	0
2958947	2959306	0	0	0	1	1
2959303	2959658	0	0	0	1	1
2959669	2959944	0	0	0	1	1
2959941	2960998	0	0	0	1	1
2960995	2961169	0	0	0	1	1
2961316	2961418	0	0	0	1	1
2961605	2961726	0	0	0	1	1
2961723	2961962	0	0	0	1	1
2962006	2962344	0	0	0	1	1
2962341	2962621	0	0	0	1	1
2962618	2962997	0	0	0	1	1
2963009	2963215	0	0	0	1	1
2963234	2964159	0	0	0	1	1
2964156	2964983	0	0	0	1	1
2965233	2965606	0	0	0	1	1
2965603	2966806	0	0	0	1	1
2966975	2967183	0	0	0	1	1
2967328	2967401	0	0	0	0	0
2967533	2968710	0	0	0	0	0
2968707	2969061	0	0	1	0	0
2969079	2969165	0	0	1	0	0
2969162	2969450	0	0	1	0	0
2969447	2969826	0	0	1	0	0
2970013	2970174	0	0	1	0	0
2970288	2970445	0	0	1	0	0
2970442	2970633	0	0	1	0	0
2970630	2970994	0	0	1	0	0
2970991	2971617	0	0	1	0	0
2971614	2971949	0	0	1	0	0
2971946	2972703	0	0	1	0	0
2972700	2972970	0	0	1	0	0
2972967	2973338	0	0	1	0	0
2973335	2973616	0	0	1	0	0
2973613	2973710	0	0	1	0	0
2973857	2974179	0	0	1	0	0
2974176	2974582	0	0	1	0	0
2974816	2975369	0	0	1	0	0
2975366	2975435	0	0	1	0	0
2975432	2975844	0	0	1	0	0
2975985	2976164	0	0	1	0	0
2976161	2976657	0	0	1	0	0
2976654	2979041	0	0	1	0	0
2979038	2979068	0	0	1	0	0
2979183	2979563	0	0	1	0	0
2979560	2979979	0	0	1	0	0
2979976	2980552	0	0	1	0	0
2980549	2980630	0	0	1	0	0
2980694	2981322	0	0	1	0	0
2981366	2981465	0	0	1	0	0
2981645	2981838	0	0	1	0	0
2981953	2982090	0	0	1	0	0
2982087	2982426	0	0	1	0	0
2982614	2982644	0	0	1	0	0
2982938	2983074	0	0	1	0	0
2983071	2983295	0	0	1	0	0
2983477	2983656	0	0	1	0	0
2983701	2984265	0	0	1	0	0
2984331	2984466	0	0	1	0	0
2984463	2984874	0	0	1	0	0
2984961	2985104	0	0	1	0	0
2985101	2985823	0	0	1	0	0
2985820	2986196	0	0	1	0	0
2986193	2986792	0	0	1	0	0
2986789	2987401	0	0	1	0	0
2987398	2987663	0	0	1	0	0
2987660	2988047	0	0	1	0	0
2988044	2988071	0	0	1	0	0
2988068	2988376	0	0	1	0	0
2988373	2989310	0	0	1	0	0
2989307	2989837	0	0	1	0	0
2990119	2990156	0	0	1	0	0
2990405	2990491	0	0	1	0	0
2990576	2990875	0	0	1	0	0
2990872	2991065	0	0	1	0	0
2991204	2991359	0	0	1	0	0
2991482	2991659	0	0	1	0	0
2991798	2992017	0	0	1	0	0
2992238	2992313	0	0	1	0	0
2992310	2992561	0	0	1	0	0
2992558	2992849	0	0	1	0	0
2992846	2993360	0	0	1	0	0
2993357	2993831	0	0	1	0	0
2993881	2994238	0	0	1	0	0
2994268	2994818	0	0	1	0	0
2994926	2995001	0	0	1	0	0
2995061	2995483	0	0	1	0	0
2995480	2995738	0	0	1	0	0
2995814	2996291	0	0	1	0	0
2996288	2996587	0	0	1	0	0
2996584	2996746	0	0	1	0	0
2997051	2997470	0	0	1	0	0
2997467	2998139	0	0	1	0	0
2998144	2998250	0	0	1	0	0
2998516	2998663	0	0	0	0	0
2998660	2999108	0	0	0	0	0
2999162	2999303	0	0	0	0	0
2999309	2999976	0	0	0	0	0
2999973	3000290	0	0	0	0	0
3000287	3000724	0	0	0	1	0
3000721	3001354	0	0	0	1	1
3001351	3001668	0	0	0	1	1
3001674	3002095	0	0	0	1	1
3002092	3002180	0	0	0	1	1
3002177	3002640	0	0	0	1	1
3002680	3002764	0	0	0	1	1
3002963	3003246	0	0	0	1	1
3003243	3004616	0	0	0	1	1
3004803	3005156	0	0	0	1	1
3005269	3005796	0	0	0	1	1
3005793	3006850	0	0	0	1	1
3006847	3007491	0	0	0	1	1
3007488	3007563	0	0	0	1	1
3007560	3008307	0	0	0	1	1
3008304	3008676	0	0	0	1	1
3008673	3008789	0	0	0	1	1
3008786	3009235	0	1	0	1	1
3009232	3009615	0	1	0	1	1
3009657	3009870	0	1	0	1	1
3009867	3010393	0	1	0	1	1
3010390	3010830	0	1	0	1	1
3010842	3011266	0	1	0	1	1
3011263	3011492	0	1	0	1	1
3011489	3011936	0	1	0	1	1
3011933	3012150	0	1	0	1	1
3012147	3012507	0	1	0	1	1
3012504	3012844	0	1	0	0	1
3012841	3014104	0	1	0	0	1
3014101	3014459	0	0	0	0	1
3014600	3014959	0	0	0	0	1
3014956	3015325	0	0	0	0	1
3015322	3015934	0	0	1	0	1
3015931	3016260	0	0	1	0	1
3016529	3016628	0	0	1	0	1
3016625	3016931	0	0	1	0	0
3017042	3017270	0	0	1	0	0
3017384	3017525	0	0	1	0	0
3017638	3017865	0	0	1	0	0
3017862	3018317	0	0	1	0	0
3018314	3018376	0	0	1	0	0
